"","Gsk3_p","Mek_p","mTor_p","Akt_p","Erk_p","Stat3_p","Smad2_p","Replicate","x_status","Perturbation1","Perturbation2","Category","Treatment_id"
"...210",-0.352381891429076,-0.0789798373457881,-0.525147256196528,-0.970937534397538,-1.36038258001398,-0.999403118887343,-0.351860046511793,"R3","XO","Igfri","NoLif","Exp_XO","Igfri+NoLif"
"...211",-0.710835862341553,-0.161806268475409,-0.321352053737411,-0.423449739095044,-1.77480274619494,-2.01715314579595,-0.336807702616222,"R3","XO","Jaki","NoLif","Exp_XO","Jaki+NoLif"
"...212",0.198518773218446,3.1383174560936,-0.0326310042399663,0.178288474376941,-4.2515144528566,-1.52072426872348,0.0367745124071956,"R3","XO","Meki","NoLif","Exp_XO","Meki+NoLif"
"...213",-1.39632523901667,0.0226183026620247,-0.923696632686802,-1.97093753439754,-1.12083362840868,-1.02716572489506,0.0218342677795942,"R3","XO","Pi3ki","NoLif","Exp_XO","Pi3ki+NoLif"
"...214",-0.345286390836424,-1.26918663281539,-0.212707956265642,NA,-2.84911877783697,-0.459149524548211,-0.627260712517375,"R4","XO","Fgfri","Bmp4ri","Exp_XO","Fgfri+Bmp4ri"
"...215",-0.397281028474685,-0.0627357553479631,-0.189056688200996,NA,0.0923631020446529,-0.207998802302234,0.0514444182537717,"R4","XO","Igfri","Bmp4ri","Exp_XO","Igfri+Bmp4ri"
"...216",0.218238939222437,3.58879436231218,-0.0981481920027862,NA,-2.77284745702948,-0.676065962810316,-0.832344431223134,"R4","XO","Meki","Bmp4ri","Exp_XO","Meki+Bmp4ri"
"...217",-1.14309754022316,-0.053149706518764,-0.655837762573838,NA,0.358388342293507,-0.179642158178113,-0.460161044035172,"R4","XO","Pi3ki","Bmp4ri","Exp_XO","Pi3ki+Bmp4ri"
"...218",-0.673612256921937,-0.882163509706141,-0.459145851568741,NA,-2.91399542556262,-0.360274670786198,-0.1823746043532,"R4","XO","Fgfri","Gsk3i","Exp_XO","Fgfri+Gsk3i"
"...219",-0.610876501573975,-0.0247679051489427,-0.248928144178396,NA,-0.270618939582943,-0.609995028301013,0.0937222576536819,"R4","XO","Igfri","Gsk3i","Exp_XO","Igfri+Gsk3i"
"...220",-0.188185429751697,4.10237222979658,-0.337155327190132,NA,-2.39943769360929,-0.168600118148527,-0.0172488915928403,"R4","XO","Meki","Gsk3i","Exp_XO","Meki+Gsk3i"
"...221",-1.1881854297517,0.184178985122558,-0.592412382432205,NA,0.498044466003054,-0.657134342954818,-0.0602327836860816,"R4","XO","Pi3ki","Gsk3i","Exp_XO","Pi3ki+Gsk3i"
"...222",-1.14309754022316,-1.12162944440153,-0.655837762573838,NA,-4.06368357817492,-2.12666002055425,-0.145393655005531,"R4","XO","Fgfri","Jaki","Exp_XO","Fgfri+Jaki"
"...223",-0.825615350366987,0.0122263023332559,-0.531658351353109,NA,-0.217768950388915,-2.59210857227028,-0.609671986978066,"R4","XO","Igfri","Jaki","Exp_XO","Igfri+Jaki"
"...224",-0.706033734614316,3.2687783883686,-0.688627697691509,NA,-2.79559298899409,-2.38411616143851,-0.13643418928401,"R4","XO","Meki","Jaki","Exp_XO","Meki+Jaki"
"...225",-1.30748435812404,-0.0154300405696054,-0.0230467367620673,NA,0.000651226984942726,-3.02150560867031,-0.53019421453183,"R4","XO","Pi3ki","Jaki","Exp_XO","Pi3ki+Jaki"
"...226",0.277478142597113,0.609312362136908,-0.248928144178396,NA,2.05188809755329,-1.26574436665157,0.92121326642504,"R4","XO","Activin","NoLif","Exp_XO","Activin+NoLif"
"...227",-0.165465353251613,-0.497138579493738,-0.0230467367620673,NA,-2.92146530649367,-1.50513969667128,-0.958065373400406,"R4","XO","Bmp4ri","NoLif","Exp_XO","Bmp4ri+NoLif"
"...228",0.147417602032749,0.553935605100533,0.00798015885855764,NA,1.69549485527009,-1.45218900287806,0.103252158836967,"R4","XO","Fgf4","NoLif","Exp_XO","Fgf4+NoLif"
"...229",-0.437544898688413,-1.29155444584384,-0.298681179375496,NA,-3.97553770683344,-1.41391237212817,0.240938795203356,"R4","XO","Fgfri","NoLif","Exp_XO","Fgfri+NoLif"
"...230",-0.861684605074509,-0.433573450716271,-0.390104207139091,NA,-1.28138480398641,-1.61164124639277,-0.264448422638436,"R4","XO","Gsk3i","NoLif","Exp_XO","Gsk3i+NoLif"
"...231",-0.610876501573975,-0.258131444306394,-0.688627697691509,NA,-1.38860197607265,-1.44963448054917,0.0172487162868057,"R4","XO","Igfri","NoLif","Exp_XO","Igfri+NoLif"
"...232",-0.917537839808028,-0.0341666031511919,0.368274693542968,NA,-1.85273993518795,-1.94303040424451,-0.735235896654952,"R4","XO","Jaki","NoLif","Exp_XO","Jaki+NoLif"
"...233",0.0919224894410385,3.69072615871444,0.106833545784839,NA,-4.58426391001012,-0.741614369771741,0.0948151156578918,"R4","XO","Meki","NoLif","Exp_XO","Meki+NoLif"
"...234",-1.52160916347689,-0.131683109065455,-0.298681179375496,NA,-1.53913661048897,-1.96154255501175,-0.222057121590711,"R4","XO","Pi3ki","NoLif","Exp_XO","Pi3ki+NoLif"
"...235",-0.772547861066436,-0.54648835290652,-0.124202870248851,0.13606154957603,-2.61161005682696,0.253760863520724,-0.523617034651701,"R5","XO","Fgfri","Bmp4ri","Exp_XO","Fgfri+Bmp4ri"
"...236",-0.453696240598767,-0.107915339166887,-0.318799734339071,-0.0815298854965984,NA,NA,NA,"R5","XO","Igfri","Bmp4ri","Exp_XO","Igfri+Bmp4ri"
"...237",-0.390756638671614,1.77163817182098,0.0391333140037821,0.273565073325965,-3.07197093038346,-0.0120203999886665,-0.29686237287043,"R5","XO","Meki","Bmp4ri","Exp_XO","Meki+Bmp4ri"
"...238",-2.30059853781373,-0.318682435383708,-1.12876115221116,-0.048363021561399,-0.466606349224389,-0.108596366254914,-0.376665226500788,"R5","XO","Pi3ki","Bmp4ri","Exp_XO","Pi3ki+Bmp4ri"
"...239",-1.50383354616029,-0.472487771462743,-0.37725946488707,0.106915203916516,-2.23950421843909,-0.440004583383676,-0.33886131634626,"R5","XO","Fgfri","Gsk3i","Exp_XO","Fgfri+Gsk3i"
"...240",-1.04002817193142,0.0257630960650846,-0.537724137080316,-0.0815298854965984,-1.36890661145022,-0.832833793083327,-0.648544452888056,"R5","XO","Igfri","Gsk3i","Exp_XO","Igfri+Gsk3i"
"...241",-0.901030788311135,1.72522038649311,-0.198922223628557,0.325095373966042,-3.22545275636087,-0.38787055364933,-0.175485177746651,"R5","XO","Meki","Gsk3i","Exp_XO","Meki+Gsk3i"
"...242",-2.38683093545782,0.03847414781464,-0.940688804058584,0.0771678605224533,NA,NA,NA,"R5","XO","Pi3ki","Gsk3i","Exp_XO","Pi3ki+Gsk3i"
"...243",-1.72056833263481,-0.509013647487857,-0.599651886223518,-0.0159415438690215,-3.44077518950588,-2.26521023337615,-0.975263396820731,"R5","XO","Fgfri","Jaki","Exp_XO","Fgfri+Jaki"
"...244",-1.15105948432016,0.260866569151086,-0.704621445825059,-0.0815298854965984,-0.313840301823004,-1.70169746908836,-1.10591638193973,"R5","XO","Igfri","Jaki","Exp_XO","Igfri+Jaki"
"...245",-1.1378033876179,1.42475265411205,-0.287883657556375,0.220125814364497,NA,NA,NA,"R5","XO","Meki","Jaki","Exp_XO","Meki+Jaki"
"...246",-2.52381183828521,-0.255257055242074,-1.03166246410608,0.0157673158583153,-0.637262411320347,-1.65408835112979,-0.841328973871321,"R5","XO","Pi3ki","Jaki","Exp_XO","Pi3ki+Jaki"
"...247",0.0659325529288426,-0.402098443571345,0.055298133434796,0.192645077942392,1.68824393168473,-0.217492541989579,1.46878854640356,"R5","XO","Activin","NoLif","Exp_XO","Activin+NoLif"
"...248",-0.764036361210919,-0.302562770020431,0.055298133434796,0.164630701772798,-0.979135074663139,-2.13425907696505,0.0905314365223277,"R5","XO","Bmp4ri","NoLif","Exp_XO","Bmp4ri+NoLif"
"...249",-0.683178086721534,0.0257630960650846,-0.223088534759308,0.374848409163149,0.543708780950732,-1.86945459553596,-0.0875783187188665,"R5","XO","Fgf4","NoLif","Exp_XO","Fgf4+NoLif"
"...250",-1.18929370280764,-0.318682435383708,-0.449548325693949,0.220125814364497,-4.2969777129569,-0.957818641838045,0.132097711232196,"R5","XO","Fgfri","NoLif","Exp_XO","Fgfri+NoLif"
"...251",-1.2569506529109,-0.194503024162978,-0.184614386944674,0.164630701772798,-0.192708879443808,-2.03448241223598,-0.034085449959784,"R5","XO","Gsk3i","NoLif","Exp_XO","Gsk3i+NoLif"
"...252",-1.07750287735008,-0.334984247712808,-0.605993413097343,0.192645077942392,-0.288002565785713,-1.5611953775411,-0.272369145026115,"R5","XO","Igfri","NoLif","Exp_XO","Igfri+NoLif"
"...253",-1.57947601340021,-0.302562770020431,-0.443857213616092,-0.048363021561399,-2.45368235048537,-2.60789226653776,-0.564769341222339,"R5","XO","Jaki","NoLif","Exp_XO","Jaki+NoLif"
"...254",-1.20764301268653,0.673189683732887,-0.507729396782478,0.220125814364497,-3.57909782727451,-1.12671345950401,-0.183054806997479,"R5","XO","Meki","NoLif","Exp_XO","Meki+NoLif"
"...255",-2.66880690494506,-0.509013647487857,-1.02315096425056,0.0157673158583153,-1.96654249722347,-1.53577610651576,-0.151887769118137,"R5","XO","Pi3ki","NoLif","Exp_XO","Pi3ki+NoLif"
"...256",-0.31539918298726,-0.319875355416034,0.0309888111983832,-0.828804461231284,-2.73648298488941,-0.413625653532377,0.0265400795861268,"R3","XX","Fgfri","Bmp4ri","Exp_XX","Fgfri+Bmp4ri"
"...257",-0.447738948841087,-0.167224180094542,-0.190090278194029,-1.849268563791,-0.912527366447255,-0.442197069252372,-0.550777269062541,"R3","XX","Igfri","Bmp4ri","Exp_XX","Igfri+Bmp4ri"
"...258",0.212903150145181,0.815646768077473,0.00714206924402328,-0.250631126172767,-6.56765883830501,-0.148820323650127,0.0879291415644018,"R3","XX","Meki","Bmp4ri","Exp_XX","Meki+Bmp4ri"
"...259",-1.34442823159879,0.0499939953683839,-0.770465509419533,-2.62099957611788,-1.43292641739348,-0.306015417302976,-0.92721636763666,"R3","XX","Pi3ki","Bmp4ri","Exp_XX","Pi3ki+Bmp4ri"
"...260",-0.747783925829998,-0.52248188559407,-0.083831590803471,-1.67477083255886,-3.84189096292285,-0.181580583540601,-0.188435778327601,"R3","XX","Fgfri","Gsk3i","Exp_XX","Fgfri+Gsk3i"
"...261",-0.956025858823413,-0.224078312050629,-0.376186570307486,-2.33469539096124,-0.666546339777185,-0.24157606101974,-0.262637558145671,"R3","XX","Igfri","Gsk3i","Exp_XX","Igfri+Gsk3i"
"...262",-0.321158452275944,0.941148144480012,-0.0668585121997573,-1.01276729607388,-6.14826068110393,0.203173245262038,0.026906532877725,"R3","XX","Meki","Gsk3i","Exp_XX","Meki+Gsk3i"
"...263",-1.70198023621687,0.299420347086735,-0.651821012920912,-2.58623415795721,-0.394171001241487,-0.281535891534167,-0.368095614461259,"R3","XX","Pi3ki","Gsk3i","Exp_XX","Pi3ki+Gsk3i"
"...264",-0.974059781653676,-0.685300458751252,-0.386678944125128,-1.34919496065636,-4.34577600042386,-1.51214121276878,0.151886947515937,"R3","XX","Fgfri","Jaki","Exp_XX","Fgfri+Jaki"
"...265",-0.843999241089303,-0.051406088753803,-0.451288025548204,-1.91246239027819,-0.400152648004258,-1.39300178975693,0.0274753485850475,"R3","XX","Igfri","Jaki","Exp_XX","Igfri+Jaki"
"...266",-0.404299687576189,0.506321275652643,-0.135982872854578,-0.788727021855947,-8.01243876368731,-1.39033931599877,-0.147736368435487,"R3","XX","Meki","Jaki","Exp_XX","Meki+Jaki"
"...267",-2.00154051807578,-0.0226343499718206,-0.930122175408017,-2.69314936187372,-0.582356019156396,-1.52814087857036,0.0908750444158028,"R3","XX","Pi3ki","Jaki","Exp_XX","Pi3ki+Jaki"
"...268",0.0750010367972063,0.0160896598748998,-0.0923936043068943,0.396487850610965,-0.339371962131231,-0.994421663987063,0.243258410209985,"R3","XX","Activin","NoLif","Exp_XX","Activin+NoLif"
"...269",-0.0921858825157825,0.266814717108839,-0.0252794084483572,-0.139347792639021,-0.832388981471704,-1.59513595886505,-0.528978038034028,"R3","XX","Bmp4ri","NoLif","Exp_XX","Bmp4ri+NoLif"
"...270",0.0967615555360264,0.179448990344774,-0.000895249821398631,0.269375932707615,-0.0252905723158422,-1.59309589142076,-0.766787032608661,"R3","XX","Fgf4","NoLif","Exp_XX","Fgf4+NoLif"
"...271",-0.194185596018178,-0.20240496943159,-0.135982872854578,-0.880519497775438,-1.68824497191518,-1.43098531599912,0.961665188103817,"R3","XX","Fgfri","NoLif","Exp_XX","Fgfri+NoLif"
"...272",-0.435193695521972,0.323690399223008,-0.0753200909479527,-0.711765040041063,-0.976996352134881,-1.85733032005419,-0.545019076126775,"R3","XX","Gsk3i","NoLif","Exp_XX","Gsk3i+NoLif"
"...273",-0.30394916224372,0.350657446823273,-0.376186570307486,-1.30612623876447,-0.138456436476672,-1.09589620223434,-0.500541373520743,"R3","XX","Igfri","NoLif","Exp_XX","Igfri+NoLif"
"...274",-0.505583023413371,0.369431845127994,-0.162782932198292,-0.740146841410887,-0.94807911054962,-1.74347666183675,-0.692848522299357,"R3","XX","Jaki","NoLif","Exp_XX","Jaki+NoLif"
"...275",0.204910359391649,0.902331846184771,0.0309888111983832,-0.00127165723604783,-5.819264847776,-1.78649984294226,-0.222340282997964,"R3","XX","Meki","NoLif","Exp_XX","Meki+NoLif"
"...276",-0.701980236216875,0.418593343169876,-0.589893263777711,-2.58623415795721,-0.0693939612346652,-1.32733602787247,0.0124275074625567,"R3","XX","Pi3ki","NoLif","Exp_XX","Pi3ki+NoLif"
"...277",-0.240812360402906,-1.14411987224576,0.16440377372815,-1.28069713506406,-2.7459162602831,0.0685736258341013,-0.390618156975355,"R4","XX","Fgfri","Bmp4ri","Exp_XX","Fgfri+Bmp4ri"
"...278",-0.555127271180394,-0.224474132593053,-0.301681331141088,-1.89822749824165,-0.843576784469747,-0.0460671384730689,-0.834310557738315,"R4","XX","Igfri","Bmp4ri","Exp_XX","Igfri+Bmp4ri"
"...279",0.174225138875933,0.428221082770347,0.146592497611683,-0.353342436895827,-8.24699475483068,-0.32940507124097,0.450684001507578,"R4","XX","Meki","Bmp4ri","Exp_XX","Meki+Bmp4ri"
"...280",-1.24846593294634,0.229644990630879,-0.676529740304232,-2.87859869149271,-0.357355844859623,-0.157210489128696,-0.720294165626099,"R4","XX","Pi3ki","Bmp4ri","Exp_XX","Pi3ki+Bmp4ri"
"...281",-0.593601418995029,-1.5442165094682,0.0251289851260239,-2.00058921587133,-3.15454958388407,0.184000600277732,-1.01844679073445,"R4","XX","Fgfri","Gsk3i","Exp_XX","Fgfri+Gsk3i"
"...282",-0.957564733679604,0.0478066676450574,-0.540468190728203,-2.44419586734694,-0.184242317522629,-0.0144339749016712,-0.126726187437114,"R4","XX","Igfri","Gsk3i","Exp_XX","Igfri+Gsk3i"
"...283",-0.263895973515948,0.317566936667164,0.181997833742894,-1.26787309470648,-8.19044555301858,-0.179554712723989,-0.487248270417301,"R4","XX","Meki","Gsk3i","Exp_XX","Meki+Gsk3i"
"...284",-1.51765256576173,0.0576339186833716,-0.660762424445915,-3.00058921587133,0.153182717020507,-0.264417425933211,0.0562206555214572,"R4","XX","Pi3ki","Gsk3i","Exp_XX","Pi3ki+Gsk3i"
"...285",-0.555127271180394,-1.71877491039655,-0.0757999237247587,-1.40155152993845,-3.4520196040166,-1.50642939606316,-0.62778919413094,"R4","XX","Fgfri","Jaki","Exp_XX","Fgfri+Jaki"
"...286",-0.970164770459236,0.0257029589446805,-0.5844115383158,-2.11077213362175,-0.458033504144804,-1.92488188095071,0.0350872821683353,"R4","XX","Igfri","Jaki","Exp_XX","Igfri+Jaki"
"...287",0.156947147444105,0.450160718731963,0.331375457781109,0.131116463340494,-6.48455149429069,-1.98501619163653,-0.174839992280821,"R4","XX","Meki","Jaki","Exp_XX","Meki+Jaki"
"...288",-1.75866066526553,0.0749190484770022,-0.917537839808028,-2.91812705567936,0.476074555672051,-1.6930768619152,0.35266643875962,"R4","XX","Pi3ki","Jaki","Exp_XX","Pi3ki+Jaki"
"...289",0.202569764569904,0.180931139210236,-0.0447730281041346,1.0282919041158,-0.318984509855646,-1.63461269450315,0.0893594987095601,"R4","XX","Activin","NoLif","Exp_XX","Activin+NoLif"
"...290",-0.173698164544368,0.10250039163765,0.128558574781429,-1.29363619077156,-0.31570059200581,-1.17351531164076,-0.557573699949132,"R4","XX","Bmp4ri","NoLif","Exp_XX","Bmp4ri+NoLif"
"...291",0.0917629786839583,0.200795503997805,-0.107508783452098,0.544943140021295,0.172676803103103,-1.75195867692147,0.0168622858308778,"R4","XX","Fgf4","NoLif","Exp_XX","Fgf4+NoLif"
"...292",-0.376790029921881,-2.7796099315747,-0.0653833077794215,-2.04365793776321,-3.62433863474789,-0.976621840586471,0.0128531590529976,"R4","XX","Fgfri","NoLif","Exp_XX","Fgfri+NoLif"
"...293",-0.705022701663453,-0.0442164456872736,-0.0244530437245396,-2.08805205712167,-0.543275959523879,-0.849587561539645,-0.534126099160368,"R4","XX","Gsk3i","NoLif","Exp_XX","Gsk3i+NoLif"
"...294",-0.319239007359722,-0.241342232542492,-0.207044457003011,-1.50308955640051,-0.449447384377713,-0.688437218929958,-0.336932303035797,"R4","XX","Igfri","NoLif","Exp_XX","Igfri+NoLif"
"...295",-0.574236094128098,0.157622570262978,-0.0862922975424014,-1.59619896079199,-0.332032926322718,-1.20852276869366,-0.447943505990192,"R4","XX","Jaki","NoLif","Exp_XX","Jaki+NoLif"
"...296",0.252227650877207,0.219139667147721,0.137603714384432,-1.41562671515017,-5.41873727514658,-1.59056050135271,-0.482332487800875,"R4","XX","Meki","NoLif","Exp_XX","Meki+NoLif"
"...297",-1.20314194243685,0.111385675029193,-0.569614536387721,-2.91812705567936,-0.514326025767355,-0.974888078305067,-0.276479334341099,"R4","XX","Pi3ki","NoLif","Exp_XX","Pi3ki+NoLif"
"...298",-0.127132512386633,-1.17227728024844,-0.00977155674264408,NA,-2.58049263525709,-0.116927540175564,-0.0417348589855766,"R5","XX","Fgfri","Bmp4ri","Exp_XX","Fgfri+Bmp4ri"
"...299",-0.170512059452809,0.235276968542484,-0.280107919192735,NA,-0.135533472960337,-0.257242948191858,-0.357718704744111,"R5","XX","Igfri","Bmp4ri","Exp_XX","Igfri+Bmp4ri"
"...300",-0.464527408619765,0.359052120906907,-0.207628544072078,NA,-6.81860083976754,0.0215514880533152,0.23218821080057,"R5","XX","Meki","Bmp4ri","Exp_XX","Meki+Bmp4ri"
"...301",-1.41360347345709,0.498674362185691,-0.853293252137538,NA,0.0738058912402711,-0.636150789858594,-0.616078475780845,"R5","XX","Pi3ki","Bmp4ri","Exp_XX","Pi3ki+Bmp4ri"
"...302",-0.803837581735366,-1.28855728831893,-0.120354722807715,NA,-2.99756995484066,-0.433673330341407,0.0667555400292084,"R5","XX","Fgfri","Gsk3i","Exp_XX","Fgfri+Gsk3i"
"...303",-1.46021441574868,0.442550487308637,-0.638821811741963,NA,-0.278916793809939,-0.166337772499217,0.282193239042792,"R5","XX","Igfri","Gsk3i","Exp_XX","Igfri+Gsk3i"
"...304",-0.495084875595735,0.98193920027923,0.105921133015966,NA,-5.90562534515615,-0.131307323258061,0.247105755575936,"R5","XX","Meki","Gsk3i","Exp_XX","Meki+Gsk3i"
"...305",-1.84541668548677,0.782229667919477,-0.823443324390977,NA,0.573232408358751,-0.376097070245478,0.0245889525378953,"R5","XX","Pi3ki","Gsk3i","Exp_XX","Pi3ki+Gsk3i"
"...306",-0.953413937785873,-1.52880637423642,-0.150921439103563,NA,-3.61057899216198,-1.96456302604064,-0.344525385501887,"R5","XX","Fgfri","Jaki","Exp_XX","Fgfri+Jaki"
"...307",-0.977866981510415,0.199253666707891,-0.920168095852699,NA,-0.104110074179586,-1.79717458572374,0.00188594224390715,"R5","XX","Igfri","Jaki","Exp_XX","Igfri+Jaki"
"...308",-0.463447951000466,0.412685220472724,-0.51835429173002,NA,-6.17235855497431,-1.60586060243267,0.134720739367015,"R5","XX","Meki","Jaki","Exp_XX","Meki+Jaki"
"...309",-2.10676471469267,0.506516754707043,-1.02384674195437,NA,-0.38415187084538,-2.60290947899455,-0.221752827045335,"R5","XX","Pi3ki","Jaki","Exp_XX","Pi3ki+Jaki"
"...310",-0.420918856958854,0.73730742452935,-0.263312676649757,NA,0.14066979070098,-1.94151804051365,-0.407553204580245,"R5","XX","Activin","NoLif","Exp_XX","Activin+NoLif"
"...311",-0.14865924780655,0.0822247303343109,0.215419497946471,NA,-0.337357056728662,-1.65896408162888,-0.308742266732722,"R5","XX","Bmp4ri","NoLif","Exp_XX","Bmp4ri+NoLif"
"...312",-0.0200952168997109,0.317819800585115,-0.263312676649757,NA,-0.0747706654824707,-2.12609786818518,0.456069810062279,"R5","XX","Fgf4","NoLif","Exp_XX","Fgf4+NoLif"
"...313",-0.114368981415275,-1.87247624827785,-0.135557129451385,NA,-3.3087620223173,-1.41041939732227,-0.0205526635401006,"R5","XX","Fgfri","NoLif","Exp_XX","Fgfri+NoLif"
