"","Gsk3_p","Mek_p","mTor_p","Akt_p","Erk_p","Stat3_p","Smad2_p","Replicate","x_status","Perturbation1","Perturbation2","Category","Treatment_id"
"Fgf4+Gsk3i...438",-0.670333073481533,-0.160048917395287,-0.334553758984004,-1.45453260871367,-0.552777366610444,-0.150592628863097,-0.0279092336142033,"Final_model","XX","Fgf4","Gsk3i","Sim_Final","Fgf4+Gsk3i"
"Fgfri+Gsk3i...439",-0.901179266681724,-0.892643087608791,-0.449771244279938,-1.9554613382723,-3.08301301453186,-0.200619338753534,-0.0371806511053705,"Final_model","XX","Fgfri","Gsk3i","Sim_Final","Fgfri+Gsk3i"
"Igfri...440",-0.685156955855443,-0.0106020886957634,-0.341960814307341,-1.48673611327167,-0.0366175214752628,-0.150988156451444,-0.0279825364839875,"Final_model","XX","Igfri",NA,"Sim_Final","Igfri+NA"
"Activin+Igfri...441",-0.685156955855443,-0.182826172026708,-0.341960814307341,-1.48673611327167,-0.631445507818022,-0.150988156451444,0.587411197594615,"Final_model","XX","Activin","Igfri","Sim_Final","Activin+Igfri"
"Bmp4ri+Igfri...442",-0.766886093621327,-0.285858332249574,-0.382751705013784,-1.66408184345022,-0.987298250411203,-0.16899882062726,-0.376104474616551,"Final_model","XX","Bmp4ri","Igfri","Sim_Final","Bmp4ri+Igfri"
"Fgf4+Igfri...443",-0.729743839705878,-0.16076662604347,-0.364214061506569,-1.58348610585684,-0.555256190603714,-0.160813775730294,-0.0298035120916778,"Final_model","XX","Fgf4","Igfri","Sim_Final","Fgf4+Igfri"
"Fgfri+Igfri...444",-0.94710384324361,-0.892815191685059,-0.47269811493752,-2.05514002993754,-3.0836074280375,-0.208713437172783,-0.0386807250823279,"Final_model","XX","Fgfri","Igfri","Sim_Final","Fgfri+Igfri"
"Gsk3i+Igfri...445",-0.90339464693852,-0.014120803162381,-0.450876961201772,-1.96026864136074,-0.0487704666395655,-0.201099434109959,-0.0372696268644148,"Final_model","XX","Gsk3i","Igfri","Sim_Final","Gsk3i+Igfri"
"Jaki...446",-0.502516596111076,-0.121149471767307,-0.246037919879142,-1.06969408602999,-0.418426360263223,-1.72533317934996,-0.319754871990377,"Final_model","XX","Jaki",NA,"Sim_Final","Jaki+NA"
"Activin+Jaki...447",-0.502516596111076,-0.293373555098251,-0.246037919879142,-1.06969408602999,-1.01325434660599,-1.72533317934996,0.295638862088225,"Final_model","XX","Activin","Jaki","Sim_Final","Activin+Jaki"
"Bmp4ri+Jaki...448",-0.526152679515348,-0.165793873045884,-0.257844240306254,-1.12102418646679,-0.572619309358413,-1.72729515633672,-0.376124503206968,"Final_model","XX","Bmp4ri","Jaki","Sim_Final","Bmp4ri+Jaki"
"Fgf4+Jaki...449",-0.581897887117552,-0.271086758291875,-0.285689199725737,-1.24208515313159,-0.936280149908458,-1.73192243796231,-0.320976054988144,"Final_model","XX","Fgf4","Jaki","Sim_Final","Fgf4+Jaki"
"Fgfri+Jaki...450",-0.928530550432826,-0.925814847232071,-0.458833634173935,-1.99486170744981,-3.19758172407898,-1.7606956190622,-0.326308569860905,"Final_model","XX","Fgfri","Jaki","Sim_Final","Fgfri+Jaki"
"Gsk3i+Jaki...451",-0.900374902345436,-0.123522115375913,-0.44476751576154,-1.93370672903622,-0.42662100292132,-1.75912284991957,-0.326017089582258,"Final_model","XX","Gsk3i","Jaki","Sim_Final","Gsk3i+Jaki"
"Igfri+Jaki...452",-0.945634064611404,-0.123732242264909,-0.467376909528321,-2.03200513284701,-0.427346739716315,-1.7621153424841,-0.32657168627602,"Final_model","XX","Igfri","Jaki","Sim_Final","Igfri+Jaki"
"Meki...453",0,0.636864854123174,0,0,-6.48920867991664,0,0,"Final_model","XX","Meki",NA,"Sim_Final","Meki+NA"
"Activin+Meki...454",0,0.423886631477349,0,0,-6.6687804107564,0,0.615393734078602,"Final_model","XX","Activin","Meki","Sim_Final","Activin+Meki"
"Bmp4ri+Meki...455",-0.162589347763188,0.270674155698177,-0.0811481008601622,-0.352805956192932,-6.79796089277997,-0.0358298425895071,-0.376102763012118,"Final_model","XX","Bmp4ri","Meki","Sim_Final","Bmp4ri+Meki"
"Fgf4+Meki...456",-0.0827749910543981,0.450435471120288,-0.0413128745221656,-0.179615148652563,-6.64639586351375,-0.0182411390452631,-0.0033806183931236,"Final_model","XX","Fgf4","Meki","Sim_Final","Fgf4+Meki"
"Gsk3i+Meki...457",-0.623005514299116,0.624678893023144,-0.310932133352674,-1.35183334490644,-6.4994832239498,-0.140336267082905,-0.0260084287798883,"Final_model","XX","Gsk3i","Meki","Sim_Final","Gsk3i+Meki"
"Igfri+Meki...458",-0.685156955855443,0.623753946733885,-0.341960814307341,-1.48673611327167,-6.50026308868917,-0.150988156451444,-0.0279825364839875,"Final_model","XX","Igfri","Meki","Sim_Final","Igfri+Meki"
"Jaki+Meki...459",-0.502516596111076,0.487047252122065,-0.246037919879142,-1.06969408602999,-6.61552678778413,-1.72533317934996,-0.319754871990377,"Final_model","XX","Jaki","Meki","Sim_Final","Jaki+Meki"
"Pi3ki...460",-1.26517028348694,-0.019577189498172,-0.63144460065866,-2.74531891389722,-0.067615747938523,-0.278805793429245,-0.0516708957175055,"Final_model","XX","Pi3ki",NA,"Sim_Final","Pi3ki+NA"
"Activin+Pi3ki...461",-1.26517028348694,-0.191801272829116,-0.63144460065866,-2.74531891389722,-0.662443734281283,-0.278805793429245,0.563722838361097,"Final_model","XX","Activin","Pi3ki","Sim_Final","Activin+Pi3ki"
"Bmp4ri+Pi3ki...462",-1.31644078436291,-0.276527333094641,-0.657033631142344,-2.85657182397337,-0.955070821293584,-0.290104282543963,-0.376106031170102,"Final_model","XX","Bmp4ri","Pi3ki","Sim_Final","Bmp4ri+Pi3ki"
"Fgf4+Pi3ki...463",-1.29508804526854,-0.16951473749412,-0.646376510921931,-2.81023807802281,-0.585470440654288,-0.285398775749505,-0.0528927688276277,"Final_model","XX","Fgf4","Pi3ki","Sim_Final","Fgf4+Pi3ki"
"Fgfri+Pi3ki...464",-1.43987239193731,-0.895124162630319,-0.718638162303685,-3.12440859762317,-3.09158215788555,-0.317304927179071,-0.0588059150466729,"Final_model","XX","Fgfri","Pi3ki","Sim_Final","Fgfri+Pi3ki"
"Gsk3i+Pi3ki...465",-1.30557087786884,-0.0202407010352022,-0.651606864221675,-2.83297797923532,-0.0699073858085209,-0.288255099753242,-0.0534221294908951,"Final_model","XX","Gsk3i","Pi3ki","Sim_Final","Gsk3i+Pi3ki"
"Jaki+Pi3ki...466",-1.43795125672445,-0.126601780050355,-0.713291362546869,-3.10116242450537,-0.437257556773019,-1.8029814616541,-0.334145377468159,"Final_model","XX","Jaki","Pi3ki","Sim_Final","Jaki+Pi3ki"
"Meki+Pi3ki...467",-1.26517028348694,0.612655028510637,-0.63144460065866,-2.74531891389722,-6.50962109689789,-0.278805793429245,-0.0516708957175055,"Final_model","XX","Meki","Pi3ki","Sim_Final","Meki+Pi3ki"
"NoLif...468",-0.126986008909779,-0.0948529431343198,-0.0594725839992838,-0.25856775011025,-0.32760334136809,-1.35083486177285,-0.250349343231811,"Final_model","XX","NoLif",NA,"Sim_Final","NoLif+NA"
"Activin+NoLif...469",-0.126986008909779,-0.267077026465264,-0.0594725839992838,-0.25856775011025,-0.922431327710843,-1.35083486177285,0.365044390846791,"Final_model","XX","Activin","NoLif","Sim_Final","Activin+NoLif"
"NoLif+Bmp4ri...470",-0.181356626651397,-0.193876419901008,-0.0866088781847571,-0.376547667275984,-0.669610882628164,-1.36281652417557,-0.376119818608107,"Final_model","XX","NoLif","Bmp4ri","Sim_Final","NoLif+Bmp4ri"
"Fgf4+NoLif...471",-0.209760999964178,-0.245608401578629,-0.100785458521449,-0.438182898762813,-0.848282935314854,-1.36907600081812,-0.253729961624935,"Final_model","XX","Fgf4","NoLif","Sim_Final","Fgf4+NoLif"
"NoLif+Fgfri...472",-0.579620051108089,-0.919220927593096,-0.285381559060487,-1.24074763003596,-3.17480762730286,-1.45058190366543,-0.26883539740008,"Final_model","XX","NoLif","Fgfri","Sim_Final","NoLif+Fgfri"
"NoLif+Gsk3i...473",-0.695611234643646,-0.103846939390858,-0.343264381114406,-1.49240360430292,-0.358666828999894,-1.4789215957056,-0.274087574028348,"Final_model","XX","NoLif","Gsk3i","Sim_Final","NoLif+Gsk3i"
"NoLif+Igfri...474",-0.753558176535367,-0.104548493385533,-0.372193817918666,-1.61817953135066,-0.361089858008915,-1.48891267834476,-0.275939214852605,"Final_model","XX","NoLif","Igfri","Sim_Final","NoLif+Igfri"
"NoLif+Jaki...475",-0.378184508943806,-0.155413262581235,-0.182462266138003,-0.793287502622878,-0.536766729973048,-2.21329614178966,-0.410188729322058,"Final_model","XX","NoLif","Jaki","Sim_Final","NoLif+Jaki"
"NoLif+Meki...476",-0.126986008909779,0.519566443524849,-0.0594725839992838,-0.25856775011025,-6.58810836249556,-1.35083486177285,-0.250349343231811,"Final_model","XX","NoLif","Meki","Sim_Final","NoLif+Meki"
"NoLif+Pi3ki...477",-1.31211428156447,-0.113191566066136,-0.650968336486626,-2.83020186512135,-0.390941324882675,-1.61200178347943,-0.298751238365986,"Final_model","XX","NoLif","Pi3ki","Sim_Final","NoLif+Pi3ki"
"Activin...478",0,-0.140282768693285,0,0,-0.616651048366041,0,1.39774467268504,"Final_model","XO","Activin",NA,"Sim_Final","Activin+NA"
"Bmp4ri...479",-0.0824976747748009,-0.218182977094232,-0.0478624416497385,-0.0397813884149502,-0.95908259306563,-0.0162300739789538,-0.58703304204783,"Final_model","XO","Bmp4ri",NA,"Sim_Final","Bmp4ri+NA"
"Activin+Bmp4ri...480",-0.0824976747748009,-0.358465745787517,-0.0478624416497385,-0.0397813884149502,-1.57573364143167,-0.0162300739789538,0.810711630637205,"Final_model","XO","Activin","Bmp4ri","Sim_Final","Activin+Bmp4ri"
"Fgf4...481",0.114904798373308,0.303890637644474,0.0666639904994904,0.0554085000250981,1.33583391629381,0.0226056477740291,0.00313770699192032,"Final_model","XO","Fgf4",NA,"Sim_Final","Fgf4+NA"
"Activin+Fgf4...482",0.114904798373308,0.163607868951188,0.0666639904994904,0.0554085000250981,0.719182867927764,0.0226056477740291,1.40088237967696,"Final_model","XO","Activin","Fgf4","Sim_Final","Activin+Fgf4"
"Fgf4+Bmp4ri...483",0.0319661713950402,0.0845414668996794,0.0185457228623368,0.0154144790610922,0.371625001984906,0.00628882363026186,-0.58703304183498,"Final_model","XO","Fgf4","Bmp4ri","Sim_Final","Fgf4+Bmp4ri"
"Fgfri...484",-0.248011094030448,-0.655919078879168,-0.143887891979059,-0.119593984797444,-2.88327063545822,-0.0487921437143943,-0.00677244253355695,"Final_model","XO","Fgfri",NA,"Sim_Final","Fgfri+NA"
"Activin+Fgfri...485",-0.248011094030448,-0.796201847572453,-0.143887891979059,-0.119593984797444,-3.49992168382426,-0.0487921437143943,1.39097223015148,"Final_model","XO","Activin","Fgfri","Sim_Final","Activin+Fgfri"
"Bmp4ri+Fgfri...486",-0.302946879890996,-0.80120866844378,-0.175759830823524,-0.146084693064855,-3.52193052616494,-0.0595998649143257,-0.587033042457764,"Final_model","XO","Bmp4ri","Fgfri","Sim_Final","Bmp4ri+Fgfri"
"Fgf4+Fgfri...487",-0.170699316916949,-0.451451331865513,-0.0990341378455829,-0.0823132997018006,-1.98447706496143,-0.03358231064429,-0.00466128871717146,"Final_model","XO","Fgf4","Fgfri","Sim_Final","Fgf4+Fgfri"
"Gsk3i...488",-0.761833554546042,-0.038719680325895,-0.426921145080807,-0.354840148342238,-0.170202881563914,-0.251705861653244,-0.0349372532878311,"Final_model","XO","Gsk3i",NA,"Sim_Final","Gsk3i+NA"
"Activin+Gsk3i...489",-0.761833554546042,-0.17900244901918,-0.426921145080807,-0.354840148342238,-0.786853929929955,-0.251705861653244,1.3628074193972,"Final_model","XO","Activin","Gsk3i","Sim_Final","Activin+Gsk3i"
"Bmp4ri+Gsk3i...490",-0.808673603218871,-0.242872116337042,-0.454708363479654,-0.377935796829733,-1.0676104168258,-0.256784437655818,-0.587033044321563,"Final_model","XO","Bmp4ri","Gsk3i","Sim_Final","Bmp4ri+Gsk3i"
"Fgf4+Gsk3i...491",-0.692642980051891,0.262847562497774,-0.385874782852625,-0.320724018396975,1.15541792113538,-0.244203956740959,-0.0338959745891936,"Final_model","XO","Fgf4","Gsk3i","Sim_Final","Fgf4+Gsk3i"
"Fgfri+Gsk3i...492",-0.908657863664334,-0.678653694517909,-0.514022658835133,-0.427235517879553,-2.98320681934179,-0.267625110971088,-0.0371468754313784,"Final_model","XO","Fgfri","Gsk3i","Sim_Final","Fgfri+Gsk3i"
"Igfri...493",-0.675960027395832,-0.0204568254719225,-0.392169809114074,-0.325956197871262,-0.0899235379441579,-0.132984126902945,-0.0184584502496404,"Final_model","XO","Igfri",NA,"Sim_Final","Igfri+NA"
"Activin+Igfri...494",-0.675960027395832,-0.160739594165208,-0.392169809114074,-0.325956197871262,-0.706574586310199,-0.132984126902945,1.3792862224354,"Final_model","XO","Activin","Igfri","Sim_Final","Activin+Igfri"
"Bmp4ri+Igfri...495",-0.727570720463252,-0.231208057001872,-0.422112638317261,-0.350843505700051,-1.0163378729187,-0.143137690247317,-0.587033043247368,"Final_model","XO","Bmp4ri","Igfri","Sim_Final","Bmp4ri+Igfri"
"Fgf4+Igfri...496",-0.60184278649221,0.282199443406993,-0.3491694199798,-0.290215957231994,1.24048437485369,-0.118402766806852,-0.0164345296797647,"Final_model","XO","Fgf4","Igfri","Sim_Final","Fgf4+Igfri"
"Fgfri+Igfri...497",-0.834513421453146,-0.667906434745358,-0.484157281393161,-0.402412584923631,-2.93596431716181,-0.164176925029547,-0.022788070075525,"Final_model","XO","Fgfri","Igfri","Sim_Final","Fgfri+Igfri"
"Gsk3i+Igfri...498",-0.936919644628291,-0.0416398944462311,-0.530788573949167,-0.441170690392573,-0.183039476646349,-0.270689360617712,-0.0375721991220468,"Final_model","XO","Gsk3i","Igfri","Sim_Final","Gsk3i+Igfri"
"Jaki...499",-1.08447590872953,-0.285871654162318,-0.385727542019595,-0.320601637578793,-1.25662657559,-1.85837203271127,-0.257945579746965,"Final_model","XO","Jaki",NA,"Sim_Final","Jaki+NA"
"Activin+Jaki...500",-1.08447590872953,-0.426154422855603,-0.385727542019595,-0.320601637578793,-1.87327762395604,-1.85837203271127,1.13979909293807,"Final_model","XO","Activin","Jaki","Sim_Final","Activin+Jaki"
"Bmp4ri+Jaki...501",-1.1272325146839,-0.407551024476134,-0.411344334296231,-0.341893312812572,-1.79150132868664,-1.86130493425177,-0.587033059487581,"Final_model","XO","Bmp4ri","Jaki","Sim_Final","Bmp4ri+Jaki"
"Fgf4+Jaki...502",-0.978521603825241,0.0156596020030823,-0.322247072535074,-0.267839155635063,0.0688360379692002,-1.85110406704517,-0.256936772261528,"Final_model","XO","Fgf4","Jaki","Sim_Final","Fgf4+Jaki"
"Fgfri+Jaki...503",-1.28105825271601,-0.845317739677488,-0.503506045685896,-0.418494520594851,-3.71582394067395,-1.87185665448239,-0.259817270947216,"Final_model","XO","Fgfri","Jaki","Sim_Final","Fgfri+Jaki"
"Gsk3i+Jaki...504",-1.38740326793194,-0.291566667061656,-0.564816869453237,-0.469453677926986,-1.28166055308807,-1.89539372599203,-0.263084261328707,"Final_model","XO","Gsk3i","Jaki","Sim_Final","Gsk3i+Jaki"
"Igfri+Jaki...505",-1.36044414468474,-0.28878365698413,-0.551068565181207,-0.458026625452418,-1.26942707567738,-1.87730215231019,-0.260573116423513,"Final_model","XO","Igfri","Jaki","Sim_Final","Igfri+Jaki"
"Meki...506",0,3.3137282645394,0,0,-2.40303648284018,0,0,"Final_model","XO","Meki",NA,"Sim_Final","Meki+NA"
"Activin+Meki...507",0,2.97999924322645,0,0,-2.87940493547009,0,1.39774467268504,"Final_model","XO","Activin","Meki","Sim_Final","Activin+Meki"
"Bmp4ri+Meki...508",-0.0824976747748009,2.79467669397905,-0.0478624416497385,-0.0397813884149502,-3.1439363678133,-0.0162300739789538,-0.58703304204783,"Final_model","XO","Bmp4ri","Meki","Sim_Final","Bmp4ri+Meki"
"Fgf4+Meki...509",0.114904798373308,4.03667610789854,0.0666639904994904,0.0554085000250981,-1.37109282951861,0.0226056477740291,0.00313770699192032,"Final_model","XO","Fgf4","Meki","Sim_Final","Fgf4+Meki"
"Gsk3i+Meki...510",-0.761833554546042,3.22161516225979,-0.426921145080807,-0.354840148342238,-2.53451973181639,-0.251705861653244,-0.0349372532878311,"Final_model","XO","Gsk3i","Meki","Sim_Final","Gsk3i+Meki"
"Igfri+Meki...511",-0.675960027395832,3.26506201416876,-0.392169809114074,-0.325956197871262,-2.472503220534,-0.132984126902945,-0.0184584502496404,"Final_model","XO","Igfri","Meki","Sim_Final","Igfri+Meki"
"Jaki+Meki...512",-1.08447590872953,2.63364710950249,-0.385727542019595,-0.320601637578793,-3.37379175672418,-1.85837203271127,-0.257945579746965,"Final_model","XO","Jaki","Meki","Sim_Final","Jaki+Meki"
"Pi3ki...513",-1.64574269776857,-0.0498057130236607,-0.954805866437483,-0.793597270101456,-0.218934552238622,-0.323773073702021,-0.044940319662839,"Final_model","XO","Pi3ki",NA,"Sim_Final","Pi3ki+NA"
"Activin+Pi3ki...514",-1.64574269776857,-0.190088481716946,-0.954805866437483,-0.793597270101456,-0.835585600604663,-0.323773073702021,1.3528043530222,"Final_model","XO","Activin","Pi3ki","Sim_Final","Activin+Pi3ki"
"Bmp4ri+Pi3ki...515",-1.64574271363262,-0.249747451354065,-0.954805875641281,-0.793597277751292,-1.09783282108548,-0.323773076823013,-0.587033044954744,"Final_model","XO","Bmp4ri","Pi3ki","Sim_Final","Bmp4ri+Pi3ki"
"Fgf4+Pi3ki...516",-1.64574267393279,0.250607519414383,-0.954805852608743,-0.793597258607548,1.10161348407069,-0.323773069012718,-0.0449403190119549,"Final_model","XO","Fgf4","Pi3ki","Sim_Final","Fgf4+Pi3ki"
"Fgfri+Pi3ki...517",-1.6457427481263,-0.684486922448882,-0.95480589565338,-0.793597294384565,-3.00884835858783,-0.323773083609083,-0.044940321037958,"Final_model","XO","Fgfri","Pi3ki","Sim_Final","Fgfri+Pi3ki"
"Gsk3i+Pi3ki...518",-1.64757578038469,-0.0534927382750266,-0.95237560919489,-0.791577335388903,-0.235141874119885,-0.347741398337482,-0.048267168800058,"Final_model","XO","Gsk3i","Pi3ki","Sim_Final","Gsk3i+Pi3ki"
"Jaki+Pi3ki...519",-2.02179559753673,-0.295762203954395,-0.947304478004576,-0.787362409600925,-1.30010317613769,-1.92266774323072,-0.266869946899103,"Final_model","XO","Jaki","Pi3ki","Sim_Final","Jaki+Pi3ki"
"Meki+Pi3ki...520",-1.64574269776857,3.19524178171611,-0.954805866437483,-0.793597270101456,-2.5721653834615,-0.323773073702021,-0.044940319662839,"Final_model","XO","Meki","Pi3ki","Sim_Final","Meki+Pi3ki"
"NoLif...521",-0.365473681304978,-0.237863433617946,0.00616114990303851,0.00512090668439295,-1.04559339022707,-1.54628395716798,-0.214627160097331,"Final_model","XO","NoLif",NA,"Sim_Final","NoLif+NA"
"Activin+NoLif...522",-0.365473681304978,-0.378146202311232,0.00616114990303851,0.00512090668439295,-1.66224443859312,-1.54628395716798,1.1831175125877,"Final_model","XO","Activin","NoLif","Sim_Final","Activin+NoLif"
"NoLif+Bmp4ri...523",-0.417809100836601,-0.37627579096081,-0.0242021417943901,-0.0201158731149186,-1.65402253699496,-1.5565800986415,-0.587033056607305,"Final_model","XO","NoLif","Bmp4ri","Sim_Final","NoLif+Bmp4ri"
"Fgf4+NoLif...524",-0.250568882931671,0.0660272040265279,0.0728251404025291,0.0605294067094908,0.290240526066732,-1.52367830939395,-0.211489453105411,"Final_model","XO","Fgf4","NoLif","Sim_Final","Fgf4+NoLif"
"NoLif+Fgfri...525",-0.584059699307279,-0.815961522916858,-0.12065527929503,-0.100283946336785,-3.58678070884921,-1.58928719638201,-0.220596091653989,"Final_model","XO","NoLif","Fgfri","Sim_Final","NoLif+Fgfri"
"NoLif+Gsk3i...526",-0.981905599664898,-0.269193173138013,-0.339278899147296,-0.281995343378999,-1.18331177788112,-1.74994987111398,-0.2428963770909,"Final_model","XO","NoLif","Gsk3i","Sim_Final","NoLif+Gsk3i"
"NoLif+Igfri...527",-0.911702148392471,-0.254394145444285,-0.310742668353266,-0.258277145101035,-1.1182586282524,-1.65374551235049,-0.229543028752339,"Final_model","XO","NoLif","Igfri","Sim_Final","NoLif+Igfri"
"NoLif+Jaki...528",-0.837713011006401,-0.362347377664618,-0.161805436006748,-0.134486346194793,-1.59279640964391,-2.3555194192001,-0.326950584434028,"Final_model","XO","NoLif","Jaki","Sim_Final","NoLif+Jaki"
"NoLif+Meki...529",-0.365473681304978,2.74785740493998,0.00616114990303851,0.00512090668439295,-3.21076673271542,-1.54628395716798,-0.214627160097331,"Final_model","XO","NoLif","Meki","Sim_Final","NoLif+Meki"
"NoLif+Pi3ki...530",-1.76022289131409,-0.280073238946495,-0.803026537656743,-0.667444231863799,-1.23113806509791,-1.82067814975982,-0.252713596957898,"Final_model","XO","NoLif","Pi3ki","Sim_Final","NoLif+Pi3ki"
