"","Gsk3_p","Mek_p","mTor_p","Akt_p","Erk_p","Stat3_p","Smad2_p","x_status","Treatment_id","Perturbation1","Perturbation2","Category"
"Activin...107",0.433903112827476,1.37462122473118,0.775486964930284,-0.0512436233016737,-0.817051975309194,-1.18838409593008,-0.221583980943164,"XX","Activin","Activin",NA,"Sim_Final"
"Bmp4ri...108",-0.28117392167781,1.18386652641681,0.493202412707944,-3.91091221439388,-2.37201545599514,-1.66297577017944,0.406196237387804,"XX","Bmp4ri","Bmp4ri",NA,"Sim_Final"
"Activin+Bmp4ri...109",1.06719252453255,2.24013389889798,0.980544316956518,0.185561678205491,0.468415386717184,-0.0751168427978956,-0.418818235746432,"XX","Activin+Bmp4ri","Activin","Bmp4ri","Sim_Final"
"Fgf4...110",-0.0840902105721335,0.776767811166208,0.694588902901453,-4.39354825686032,-0.688518353164426,-0.116260870459185,0.0932251146998426,"XX","Fgf4","Fgf4",NA,"Sim_Final"
"Activin+Fgf4...111",1.34661314642114,3.1973031404655,-0.0931210717210237,0.700824156215024,2.89369483320471,-0.436884350913517,1.16051477986894,"XX","Activin+Fgf4","Activin","Fgf4","Sim_Final"
"Fgf4+Bmp4ri...112",0.323552060875104,2.38128823347383,0.94554854713936,-2.72422926242755,1.74422639859953,0.0717930272193472,-1.90942126191771,"XX","Fgf4+Bmp4ri","Fgf4","Bmp4ri","Sim_Final"
"Fgfri...113",0.622890465654059,-1.09981107307433,1.18021149434705,-1.25441415083392,0.504215472835867,0.937887318069757,0.875712328502807,"XX","Fgfri","Fgfri",NA,"Sim_Final"
"Activin+Fgfri...114",1.052269837499,-0.0782297213787966,1.00583392889202,-0.0988515340297088,1.53619217816279,-0.486633762368888,-1.16038312534867,"XX","Activin+Fgfri","Activin","Fgfri","Sim_Final"
"Bmp4ri+Fgfri...115",1.17845972957707,0.614042970027872,1.24626616410675,0.530737195763829,1.53917179367182,-0.095897410441322,0.981689636919505,"XX","Bmp4ri+Fgfri","Bmp4ri","Fgfri","Sim_Final"
"Fgf4+Fgfri...116",0.739382063940086,-1.88633392490504,0.505428244009899,-0.0914195194231951,-0.539827575156253,-0.149475819731092,-1.4676901973852,"XX","Fgf4+Fgfri","Fgf4","Fgfri","Sim_Final"
"Gsk3i...117",-0.898283490984051,0.117541835544251,1.23247810567806,-1.83028801025598,-1.55187814670126,0.627348566967321,-0.136493610858988,"XX","Gsk3i","Gsk3i",NA,"Sim_Final"
"Activin+Gsk3i...118",0.310847727574104,0.852258568522662,1.17907393403939,1.09364951599611,-2.54131210186186,0.272157254427476,0.868350307034012,"XX","Activin+Gsk3i","Activin","Gsk3i","Sim_Final"
"Bmp4ri+Gsk3i...119",1.56919351147678,2.31685343434359,1.21231562997282,2.34465147737335,2.51552074999402,-0.270325431087329,1.67184597008616,"XX","Bmp4ri+Gsk3i","Bmp4ri","Gsk3i","Sim_Final"
"Fgf4+Gsk3i...120",-0.903466767589805,0.931013860630557,1.26405205267977,-1.86290935341673,1.3383984427834,-0.218455938672002,-0.635589737374641,"XX","Fgf4+Gsk3i","Fgf4","Gsk3i","Sim_Final"
"Fgfri+Gsk3i...121",0.74820217734566,-0.744436645075719,1.46081732244291,0.513835888679264,-0.619450139683729,0.327728524921722,-1.2789224451457,"XX","Fgfri+Gsk3i","Fgfri","Gsk3i","Sim_Final"
"Igfri...122",0.566086288944366,-1.76137805475204,0.0664735203621774,-2.70899810060764,-3.91859428422412,0.0297739047008401,-1.28407120250344,"XX","Igfri","Igfri",NA,"Sim_Final"
"Activin+Igfri...123",1.20455878365376,0.707168275221833,0.351004741567406,0.639511871263952,0.144069430937927,0.965370100214154,0.889018650173323,"XX","Activin+Igfri","Activin","Igfri","Sim_Final"
"Bmp4ri+Igfri...124",1.43670849099494,0.953156858825852,0.518361941960022,-0.959698162463756,0.988375175551462,-0.306292960623083,-0.8703289513193,"XX","Bmp4ri+Igfri","Bmp4ri","Igfri","Sim_Final"
"Fgf4+Igfri...125",0.869530542713904,0.067122690539209,-0.284916052649719,0.223258126583346,0.329515258010805,1.07206935592146,-0.182939886622629,"XX","Fgf4+Igfri","Fgf4","Igfri","Sim_Final"
"Fgfri+Igfri...126",1.53847603224982,-1.02656844917451,-0.119552586299325,3.0135170962319,1.8587179822811,-0.396254926844263,-2.79604512466946,"XX","Fgfri+Igfri","Fgfri","Igfri","Sim_Final"
"Gsk3i+Igfri...127",-0.911873827338397,0.506891330062181,-0.288525422806267,-2.11895952786878,-0.983934980832969,0.273265498823867,0.08506900572044,"XX","Gsk3i+Igfri","Gsk3i","Igfri","Sim_Final"
"Jaki...128",-0.173253911271564,0.601732452847355,0.894602001956742,-2.32819144325685,-1.43276717750065,-0.698198114902673,1.35473733310331,"XX","Jaki","Jaki",NA,"Sim_Final"
"Activin+Jaki...129",0.522138482698121,1.25725037339314,0.805061152220388,1.42601140059161,-2.02695023337523,0.68366249671266,1.87046713337611,"XX","Activin+Jaki","Activin","Jaki","Sim_Final"
"Bmp4ri+Jaki...130",0.473983099085812,2.44857411861751,1.27407498941842,-0.21279808013137,0.921077767722425,-0.362629675504938,-0.478054570925196,"XX","Bmp4ri+Jaki","Bmp4ri","Jaki","Sim_Final"
"Fgf4+Jaki...131",0.192566163350228,1.68718838280872,0.664974445997037,-1.18171884903477,0.0422345516705808,-0.110587234666414,-0.565473464833797,"XX","Fgf4+Jaki","Fgf4","Jaki","Sim_Final"
"Fgfri+Jaki...132",0.458620500267155,-1.50021917891871,1.01078054633674,2.13684092620267,-1.91295049591621,0.469255292615919,0.368113433737839,"XX","Fgfri+Jaki","Fgfri","Jaki","Sim_Final"
"Gsk3i+Jaki...133",-0.286697576383222,1.90533385068626,1.08776618560441,0.618307717246775,0.222756642479296,-0.928633079149445,1.19357997330273,"XX","Gsk3i+Jaki","Gsk3i","Jaki","Sim_Final"
"Igfri+Jaki...134",0.0173134603511487,0.722583161613956,-0.799091257979824,0.142069656044761,0.311943566686608,0.311645856263107,1.31289703465158,"XX","Igfri+Jaki","Igfri","Jaki","Sim_Final"
"Meki...135",-0.314771630322136,-0.0863303388792253,0.17426658965693,-6.2736420578436,2.06498852951304,0.837934581383704,0.176979680735304,"XX","Meki","Meki",NA,"Sim_Final"
"Activin+Meki...136",-1.09760669460427,0.237235725383548,-0.148274838904278,-2.27213087489838,-0.0430772079677612,-0.647315969208385,-0.219752347233387,"XX","Activin+Meki","Activin","Meki","Sim_Final"
"Bmp4ri+Meki...137",0.704697130080708,1.06151886503572,0.295533857168988,0.213371891520833,-0.765095932985788,-0.481944481194925,2.1962242674501,"XX","Bmp4ri+Meki","Bmp4ri","Meki","Sim_Final"
"Fgf4+Meki...138",0.209863456975949,-0.355321071238999,0.313082977433281,-0.804519284353504,-1.98198583519934,-0.220536138751431,-0.476718208930768,"XX","Fgf4+Meki","Fgf4","Meki","Sim_Final"
"Gsk3i+Meki...139",1.00285990401882,0.603922558317608,1.43752252269736,0.853729071742556,0.12442204367,0.46809633745918,-0.0574143898796119,"XX","Gsk3i+Meki","Gsk3i","Meki","Sim_Final"
"Igfri+Meki...140",1.3382297199071,-1.13447089399863,-0.349233538791535,3.32226073632408,1.80078057677514,-0.317480461316873,0.182393470422941,"XX","Igfri+Meki","Igfri","Meki","Sim_Final"
"Jaki+Meki...141",1.08747500288058,-0.142092345419907,0.699227457576392,2.6362320408371,-0.237762992576833,0.352036335387099,1.02428079565695,"XX","Jaki+Meki","Jaki","Meki","Sim_Final"
"Pi3ki...142",-0.517086251761247,0.71317549782242,-0.551989864765843,-0.418693813609591,-0.577085947711367,0.308639660263607,-0.467552464518279,"XX","Pi3ki","Pi3ki",NA,"Sim_Final"
"Activin+Pi3ki...143",0.0515441875149701,1.52227361731138,-0.350676806761371,0.6926711214333,1.19229209673359,0.955961795515213,1.22544356936823,"XX","Activin+Pi3ki","Activin","Pi3ki","Sim_Final"
"Bmp4ri+Pi3ki...144",-0.0801599831447117,1.9224951214085,-0.496574366026128,0.457329785092982,1.21128282124972,-0.272345061525091,-1.80511244254458,"XX","Bmp4ri+Pi3ki","Bmp4ri","Pi3ki","Sim_Final"
"Fgf4+Pi3ki...145",-0.20948905522951,1.53586534193508,-0.943966968640294,0.459261967693842,0.968634399497454,-0.00843149694648708,1.74964728800435,"XX","Fgf4+Pi3ki","Fgf4","Pi3ki","Sim_Final"
"Fgfri+Pi3ki...146",0.105351390289244,0.837087855846247,-0.438223357153839,1.55234671157173,2.29394428204249,-1.26145712663694,-0.585797973353772,"XX","Fgfri+Pi3ki","Fgfri","Pi3ki","Sim_Final"
"Gsk3i+Pi3ki...147",-1.84444181056897,1.57022722793543,-0.285565123321445,0.224509433963291,0.608463396803213,-0.0748556834796298,-0.139520608260178,"XX","Gsk3i+Pi3ki","Gsk3i","Pi3ki","Sim_Final"
"Jaki+Pi3ki...148",-2.6131142142189,1.24487355231223,-1.13911434286169,1.07776291663342,0.877698065588592,-0.29214660750911,1.56888803690876,"XX","Jaki+Pi3ki","Jaki","Pi3ki","Sim_Final"
"Meki+Pi3ki...149",-0.468648818783098,0.282272937481216,-2.18856654669553,0.994985801780996,1.61114605237545,0.321271041781007,0.925921018758125,"XX","Meki+Pi3ki","Meki","Pi3ki","Sim_Final"
"NoLif...150",-0.00966146193271314,0.146795839676706,0.391922337760046,-0.708313060479394,-1.54585213174051,0.0936106512462435,0.742429652575966,"XX","NoLif","NoLif",NA,"Sim_Final"
"Activin+NoLif...151",0.390259053653158,2.10589966193868,-0.312934164002429,3.07844754425552,1.71667430957319,-0.498595973217369,-1.86937011673268,"XX","Activin+NoLif","Activin","NoLif","Sim_Final"
"NoLif+Bmp4ri...152",0.0555070894117998,1.30278737131811,0.793555276924186,-1.047554796418,0.510363052576305,-0.423611211250203,-0.369942128966578,"XX","NoLif+Bmp4ri","NoLif","Bmp4ri","Sim_Final"
"Fgf4+NoLif...153",1.01686057465807,1.7207316511786,-0.102759787726643,2.71959631786903,1.87684774579281,-2.14325118615985,1.01019068274203,"XX","Fgf4+NoLif","Fgf4","NoLif","Sim_Final"
"NoLif+Fgfri...154",1.30569611587105,-1.43883942500655,0.674485743141284,-0.473861958742702,1.32312231875834,0.768981110892484,2.25602198965753,"XX","NoLif+Fgfri","NoLif","Fgfri","Sim_Final"
"NoLif+Gsk3i...155",0.412150650339504,1.04922527787064,1.2306861320505,0.975786503312654,-1.36574627918479,0.320102294867889,-1.19019946266989,"XX","NoLif+Gsk3i","NoLif","Gsk3i","Sim_Final"
"NoLif+Igfri...156",1.10208998727936,-0.0934782300670252,0.00249930570133067,0.852903817234442,-0.0526512165712259,1.82802599906428,-0.377288367162568,"XX","NoLif+Igfri","NoLif","Igfri","Sim_Final"
"NoLif+Jaki...157",-0.78535688424958,1.27309059996698,0.243417713555287,-1.44991326115136,0.116024269975253,1.91184926247593,-0.614981451377258,"XX","NoLif+Jaki","NoLif","Jaki","Sim_Final"
"NoLif+Meki...158",1.09271077208597,0.0562967452960512,0.367166087265344,-1.32925233042154,1.26609663931257,-0.823887155601478,-0.33357509444569,"XX","NoLif+Meki","NoLif","Meki","Sim_Final"
"NoLif+Pi3ki...159",0.735822482023281,1.19748009210821,0.0320442438939967,0.364107959022235,0.39650111919491,1.65649786886032,0.783716682177754,"XX","NoLif+Pi3ki","NoLif","Pi3ki","Sim_Final"
"Activin...160",-0.456443742053805,-0.446831232362102,0.180952319379087,0.0543097908289657,-1.6379568658625,-0.0586765394987647,1.15053597753583,"XO","Activin","Activin",NA,"Sim_Final"
"Bmp4ri...161",-0.227531015987538,0.101466369436272,0.456747817008691,-0.179299586387037,-2.23737196941151,0.161170446807537,1.53598143494066,"XO","Bmp4ri","Bmp4ri",NA,"Sim_Final"
"Activin+Bmp4ri...162",-0.643798446862651,0.0614045728642182,0.391827529695239,0.102579836635002,-0.537615108351969,0.107486473951446,-2.69725920541893,"XO","Activin+Bmp4ri","Activin","Bmp4ri","Sim_Final"
"Fgf4...163",-1.84623550955773,0.151971645473448,-0.516574724636363,-0.878602661602194,-1.31372799671164,-0.369631437109186,0.57614671613771,"XO","Fgf4","Fgf4",NA,"Sim_Final"
"Activin+Fgf4...164",-0.66898457833547,2.68185569583078,-0.432867491443573,-0.431896054988646,1.38275907552073,-0.941078426829162,-0.433290726417845,"XO","Activin+Fgf4","Activin","Fgf4","Sim_Final"
"Fgf4+Bmp4ri...165",-1.89918767561196,-0.55348480253438,-0.166080603606723,-0.909600236600149,0.777032693060812,2.04890490386209,1.32662628486645,"XO","Fgf4+Bmp4ri","Fgf4","Bmp4ri","Sim_Final"
"Fgfri...166",-0.975148240876434,-0.955131952557616,0.132984366028477,1.18060345580615,0.688961903327086,0.751353256207953,-0.97675811178576,"XO","Fgfri","Fgfri",NA,"Sim_Final"
"Activin+Fgfri...167",-0.986088980828785,-0.536580372700196,-0.828035831116284,-0.141873462998218,1.63912742400262,-0.100084042441689,0.243734893983986,"XO","Activin+Fgfri","Activin","Fgfri","Sim_Final"
"Bmp4ri+Fgfri...168",-0.383236984680884,-0.9008732065005,0.116309534516149,0.0454609258690171,1.29047466729422,-0.249758291544853,0.349795521034358,"XO","Bmp4ri+Fgfri","Bmp4ri","Fgfri","Sim_Final"
"Fgf4+Fgfri...169",-0.688194937335737,-1.56879328206278,-0.280789548499698,-0.54786577341953,0.000307511762383923,0.752876033160304,-0.669059156943295,"XO","Fgf4+Fgfri","Fgf4","Fgfri","Sim_Final"
"Gsk3i...170",-0.193645786458404,-0.648024510976562,1.13507521815894,-0.36896236914925,0.656693188439412,-0.491915032841684,1.29110175259338,"XO","Gsk3i","Gsk3i",NA,"Sim_Final"
"Activin+Gsk3i...171",-0.259764799016863,-0.0691699693196735,1.2175676852479,-0.246240508075849,-0.967404519273819,0.893958659443592,1.31978894093274,"XO","Activin+Gsk3i","Activin","Gsk3i","Sim_Final"
"Bmp4ri+Gsk3i...172",-0.264585503893107,1.7011321003038,1.72906368442303,0.46010363439757,2.31985673859125,-2.0113711834591,0.905529886519101,"XO","Bmp4ri+Gsk3i","Bmp4ri","Gsk3i","Sim_Final"
"Fgf4+Gsk3i...173",-1.17650456969263,0.953046619081176,1.98893133719163,-0.401117945839322,0.437266868048439,-2.23558257437968,-0.0958073119121082,"XO","Fgf4+Gsk3i","Fgf4","Gsk3i","Sim_Final"
"Fgfri+Gsk3i...174",-0.229586594695364,-0.576063170872507,0.482016156118873,0.366998274141033,0.409392774835013,-0.634825324996255,-0.484374806880945,"XO","Fgfri+Gsk3i","Fgfri","Gsk3i","Sim_Final"
"Igfri...175",0.505894540960177,-0.60082658535655,-0.730193734036665,-0.347862163398467,-2.24811380149072,0.645500915577714,-0.926271317082459,"XO","Igfri","Igfri",NA,"Sim_Final"
"Activin+Igfri...176",0.396142033181619,0.844710302345378,-1.01724054441935,0.0299932188027489,-0.886655940776751,1.06312574787192,0.467711660651539,"XO","Activin+Igfri","Activin","Igfri","Sim_Final"
"Bmp4ri+Igfri...177",0.634194919737746,0.608664361492363,0.302531824273226,-0.86512496096193,1.05746802166549,0.0567637318668979,0.403979566192717,"XO","Bmp4ri+Igfri","Bmp4ri","Igfri","Sim_Final"
"Fgf4+Igfri...178",0.457640434342908,0.528643769475249,-0.549170093093872,-0.738072547266416,-1.24591012467561,0.912912357317484,0.319305011854541,"XO","Fgf4+Igfri","Fgf4","Igfri","Sim_Final"
"Fgfri+Igfri...179",1.17333087510092,0.460452768719053,-0.527198834393141,0.452500724064646,1.7853277687818,0.249375351165192,-1.28449761825314,"XO","Fgfri+Igfri","Fgfri","Igfri","Sim_Final"
"Gsk3i+Igfri...180",0.0937676190227026,0.0969649498328679,0.259553262847589,-0.692849181897565,-0.467963954518244,-1.94647686875043,-0.661996323647107,"XO","Gsk3i+Igfri","Gsk3i","Igfri","Sim_Final"
"Jaki...181",-0.10159362259725,0.861523670589488,-0.158703028119607,-0.284021505436043,2.20250137767169,1.6541263636226,-0.0327309938756357,"XO","Jaki","Jaki",NA,"Sim_Final"
"Activin+Jaki...182",-0.0552069894909722,0.962694154666541,0.0885303191630085,0.2233132266164,0.186973431806048,1.03812287715919,0.910835510758551,"XO","Activin+Jaki","Activin","Jaki","Sim_Final"
"Bmp4ri+Jaki...183",0.204068160937707,1.10899715514915,-0.202712403542802,-0.274283561288777,2.43259206151443,-0.179998974714278,-0.653230484633176,"XO","Bmp4ri+Jaki","Bmp4ri","Jaki","Sim_Final"
"Fgf4+Jaki...184",-1.00266048021014,0.658775513662952,-0.578364545319484,-0.524402544113408,0.205983000503397,-2.64328323404374,0.311108830238123,"XO","Fgf4+Jaki","Fgf4","Jaki","Sim_Final"
"Fgfri+Jaki...185",-0.123047992755434,-0.332530576969733,-0.631702362838877,0.164545436143146,-0.400672948979584,-0.256013392840095,-1.11258283031985,"XO","Fgfri+Jaki","Fgfri","Jaki","Sim_Final"
"Gsk3i+Jaki...186",0.772957102372045,1.60955036660868,0.725328353736153,-0.0414473335620862,2.22430716970352,-0.573419871801152,1.03316117730019,"XO","Gsk3i+Jaki","Gsk3i","Jaki","Sim_Final"
"Igfri+Jaki...187",0.924549178341962,1.28529116261225,-0.541995906174069,-0.540792488071383,1.70655346023502,1.36461601815171,-1.26540462462497,"XO","Igfri+Jaki","Igfri","Jaki","Sim_Final"
"Meki...188",-1.21918841377976,-2.4973254456875,-0.420233498498534,0.010765090038852,0.620737516443369,-0.167586662699233,-0.420929941834292,"XO","Meki","Meki",NA,"Sim_Final"
"Activin+Meki...189",-0.169391277127915,1.53302307712367,0.0725916677259234,0.378277817429347,0.538877519434984,-0.585741808693417,-0.561820173950993,"XO","Activin+Meki","Activin","Meki","Sim_Final"
"Bmp4ri+Meki...190",0.289976508857858,0.564214177555621,0.0719308152483763,0.925057941798157,0.494403592270043,-1.46394795815546,0.669244357762279,"XO","Bmp4ri+Meki","Bmp4ri","Meki","Sim_Final"
"Fgf4+Meki...191",-0.936563195985554,0.977195907861343,0.799282781908265,-0.29673651620709,0.539248341704579,0.286920065204024,-1.34378834027179,"XO","Fgf4+Meki","Fgf4","Meki","Sim_Final"
"Gsk3i+Meki...192",0.770100481315457,0.631479467546128,0.61207530925823,0.783931833163227,0.463484771612139,-0.0819343616078944,-0.483749569976628,"XO","Gsk3i+Meki","Gsk3i","Meki","Sim_Final"
"Igfri+Meki...193",0.904399209666209,-1.09089184914513,-0.833735823072879,1.17095527770893,1.49711328316367,0.448984695400736,0.588022612080276,"XO","Igfri+Meki","Igfri","Meki","Sim_Final"
"Jaki+Meki...194",0.924805963401169,0.130273285133083,-0.39758102695304,0.736008527695757,1.27188505068575,-0.369879848625696,0.271272470356402,"XO","Jaki+Meki","Jaki","Meki","Sim_Final"
"Pi3ki...195",-0.660043862685493,0.00746363602526364,0.0631795201685768,0.195010220849761,-0.708317596378648,1.49034292869717,-1.24823889839519,"XO","Pi3ki","Pi3ki",NA,"Sim_Final"
"Activin+Pi3ki...196",-0.665517607660206,0.978549931202475,-1.11859794345326,-0.639448633619423,0.0939625584144343,1.4147306135543,1.91643983756414,"XO","Activin+Pi3ki","Activin","Pi3ki","Sim_Final"
"Bmp4ri+Pi3ki...197",-0.0592806827408152,0.317927017978276,0.1842524909153,0.107730044774024,1.38078996478865,0.710055025410593,-0.485167513443383,"XO","Bmp4ri+Pi3ki","Bmp4ri","Pi3ki","Sim_Final"
"Fgf4+Pi3ki...198",0.371642500308525,1.05447906878063,1.07993988182647,0.425577773144449,-0.190578639871464,2.18876569282318,-0.183202242971554,"XO","Fgf4+Pi3ki","Fgf4","Pi3ki","Sim_Final"
"Fgfri+Pi3ki...199",-0.181034484472665,0.558378208567166,0.0489590612800228,0.288229072032007,2.06978438406817,-0.227409611868516,-0.00421108434834403,"XO","Fgfri+Pi3ki","Fgfri","Pi3ki","Sim_Final"
"Gsk3i+Pi3ki...200",-0.24835376441147,0.404475513285497,0.538692447119406,0.356728079579171,1.35443080118728,-1.22791857007928,0.0325468996605229,"XO","Gsk3i+Pi3ki","Gsk3i","Pi3ki","Sim_Final"
"Jaki+Pi3ki...201",0.22070320499089,0.659856061032394,1.04081771121331,0.29084295975425,1.64188693642906,0.602860589521314,-0.763399681477404,"XO","Jaki+Pi3ki","Jaki","Pi3ki","Sim_Final"
"Meki+Pi3ki...202",-0.562804679986055,1.23592766577324,-0.996598558949951,0.319919757070295,2.02333272676181,0.480648669382054,2.37782529164118,"XO","Meki+Pi3ki","Meki","Pi3ki","Sim_Final"
"NoLif...203",0.602440326150908,-0.646379735624689,-0.0447877068647574,0.0952693074289508,-2.7164681043636,-0.218389158105073,1.3917787902583,"XO","NoLif","NoLif",NA,"Sim_Final"
"Activin+NoLif...204",1.30637252856927,1.79983961374856,-0.228738219654458,0.16598138299279,2.85379091321358,2.50583679207158,0.244593509321148,"XO","Activin+NoLif","Activin","NoLif","Sim_Final"
"NoLif+Bmp4ri...205",0.436519823935674,0.0386182721761093,0.279445761559469,0.031797561810429,-0.251540139811467,-0.190931356456955,0.440805328459957,"XO","NoLif+Bmp4ri","NoLif","Bmp4ri","Sim_Final"
"Fgf4+NoLif...206",0.232369909059249,1.80807298716709,-0.625164532041192,-0.323292126170931,1.27362692350228,-3.07956171569184,1.03764329447546,"XO","Fgf4+NoLif","Fgf4","NoLif","Sim_Final"
"NoLif+Fgfri...207",-0.00182941741246738,-0.227284259076036,-0.905054549897945,-0.00200475683183636,-0.676423115346696,1.3182555116973,1.08303132846134,"XO","NoLif+Fgfri","NoLif","Fgfri","Sim_Final"
"NoLif+Gsk3i...208",0.272991791927343,-0.346602417765353,0.321291390402158,-0.0413048666811813,0.585679677144664,0.569853130672872,0.212641069180502,"XO","NoLif+Gsk3i","NoLif","Gsk3i","Sim_Final"
"NoLif+Igfri...209",0.807178780613154,0.138907144358957,-1.38293648500299,-0.065765779207777,0.424209875112677,1.25142981259253,0.151355769879303,"XO","NoLif+Igfri","NoLif","Igfri","Sim_Final"
"NoLif+Jaki...210",-0.677686812667528,0.789326373525868,0.315008164288722,-0.193330228984975,-1.04587634573678,0.758400694182251,-0.956446676929675,"XO","NoLif+Jaki","NoLif","Jaki","Sim_Final"
"NoLif+Meki...211",0.596423446462248,0.817319646976427,-0.563725811113485,0.408082860087977,-2.65930636644484,1.60961898918706,0.801395530707195,"XO","NoLif+Meki","NoLif","Meki","Sim_Final"
"NoLif+Pi3ki...212",-0.002666228251726,0.368394764808025,0.378624760521195,-0.0116833669995755,-0.666114529915803,1.33306796284946,0.562564843270149,"XO","NoLif+Pi3ki","NoLif","Pi3ki","Sim_Final"
